candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
FRo,12,42,11,15,20,,,pt2,left
FR,17,36,21,9,17,,,pt2,left
RG,13,40,15,15,17,,,pt2,left
FH,10,40,28,15,7,,,pt2,left
JLM,16,30,17,31,6,,,pt2,left
MT,17,26,13,13,31,,,pt2,left
OF,4,35,19,13,29,,,pt2,left
EP,3,32,25,30,10,,,pt2,left
AH,5,28,26,29,12,,,pt2,left
BC,5,27,25,26,17,,,pt2,left
FB,6,25,31,22,16,,,pt2,left
JYLD,5,24,19,21,31,,,pt2,left
GA,4,24,27,36,9,,,pt2,left
MB,4,19,31,33,13,,,pt2,left
XB,3,19,26,33,19,,,pt2,left
FB,3,17,24,27,29,,,pt2,left
GD,3,15,22,50,10,,,pt2,left
LW,5,12,22,44,17,,,pt2,left
RD,7,9,31,43,10,,,pt2,left
JB,6,10,10,71,3,,,pt2,left
YBP,3,13,21,27,36,,,pt2,left
MLP,5,10,10,71,4,,,pt2,left
VP,3,12,27,48,10,,,pt2,left
SL,4,10,21,27,38,,,pt2,left
BR,3,11,15,48,23,,,pt2,left
GL,4,9,27,37,23,,,pt2,left
NS,3,10,25,55,7,,,pt2,left
JPT,3,8,10,31,48,,,pt2,left
MM,2,8,10,74,6,,,pt2,left
EC,2,7,12,67,12,,,pt2,left
CV,3,5,17,27,48,,,pt2,left
LSM,2,6,9,20,63,,,pt2,left
DL,3,4,14,22,57,,,pt2,left
EZ,2,2,6,87,3,,,pt2,left
