candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
JB,54,39,3,3,1,,,pt2,far-right
MLP,46,41,8,3,3,,,pt2,far-right
MM,27,37,17,12,7,,,pt2,far-right
EC,15,41,18,16,10,,,pt2,far-right
NS,10,32,27,25,6,,,pt2,far-right
EZ,10,29,20,34,7,,,pt2,far-right
EP,2,33,22,35,8,,,pt2,far-right
GD,1,23,29,35,12,,,pt2,far-right
RD,1,23,23,43,10,,,pt2,far-right
LW,4,19,30,31,16,,,pt2,far-right
FR,2,17,21,43,17,,,pt2,far-right
GL,1,17,22,39,21,,,pt2,far-right
DV,1,17,26,38,18,,,pt2,far-right
BLM,1,13,28,46,12,,,pt2,far-right
FRo,14,23,29,40,17,,,pt2,far-right
FB,0,13,24,49,14,,,pt2,far-right
FH,2,9,22,62,5,,,pt2,far-right
BC,1,9,30,37,23,,,pt2,far-right
RG,0,10,20,49,21,,,pt2,far-right
YBP,0,9,23,38,30,,,pt2,far-right
YJ,2,5,25,51,17,,,pt2,far-right
OF,1,4,22,50,23,,,pt2,far-right
LB,0,5,27,41,27,,,pt2,far-right
AOC,0,5,16,58,21,,,pt2,far-right
EDM,0,5,17,67,11,,,pt2,far-right
AH,0,5,15,74,6,,,pt2,far-right
MT,0,4,20,51,25,,,pt2,far-right
MP,0,4,9,69,18,,,pt2,far-right
SR,1,2,13,67,17,,,pt2,far-right
MB,0,3,14,58,25,,,pt2,far-right
JLM,0,3,7,88,2,,,pt2,far-right
CA,0,2,16,57,25,,,pt2,far-right
