candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
EP,7,33,20,21,19,,,pt2,all
JB,15,22,12,37,14,,,pt2,all
GA,7,30,19,27,17,,,pt2,all
MLP,14,21,12,40,13,,,pt2,all
BR,11,24,14,22,29,,,pt2,all
GD,5,28,19,29,19,,,pt2,all
RG,6,21,17,22,34,,,pt2,all
DV,5,22,20,24,29,,,pt2,all
FR,5,20,18,21,36,,,pt2,all
NS,4,21,23,37,15,,,pt2,all
XB,3,21,22,25,29,,,pt2,all
RD,3,21,24,32,20,,,pt2,all
FRo,3,20,22,21,34,,,pt2,all
FH,3,20,28,33,16,,,pt2,all
EC,6,15,16,38,25,,,pt2,all
NDA,5,16,18,32,29,,,pt2,all
YBP,3,18,14,22,43,,,pt2,all
SL,4,16,16,19,45,,,pt2,all
GL,2,18,19,27,34,,,pt2,all
LW,3,16,21,30,30,,,pt2,all
OF,2,17,20,23,38,,,pt2,all
VP,2,17,26,34,21,,,pt2,all
EB,2,16,24,40,18,,,pt2,all
MV,2,15,26,37,20,,,pt2,all
EZ,5,11,13,58,13,,,pt2,all
MT,4,11,14,30,41,,,pt2,all
JLM,4,11,11,62,12,,,pt2,all
SK,5,8,9,25,53,,,pt2,all
DL,4,9,9,18,60,,,pt2,all
MB,3,9,15,32,41,,,pt2,all
EL,2,9,15,24,50,,,pt2,all
