candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
FR,17,40,13,13,17,,,pt2,left
FRo,9,44,19,12,16,,,pt2,left
RG,13,36,19,15,17,,,pt2,left
MT,16,26,12,19,27,,,pt2,left
OF,7,34,22,14,23,,,pt2,left
JLM,15,24,19,37,5,,,pt2,left
DV,11,28,23,24,14,,,pt2,left
FH,7,32,29,24,8,,,pt2,left
EP,7,26,23,32,12,,,pt2,left
MB,12,20,18,24,26,,,pt2,left
GA,6,21,24,40,9,,,pt2,left
XB,3,21,24,38,14,,,pt2,left
RD,6,13,24,51,6,,,pt2,left
GL,4,15,19,42,20,,,pt2,left
MV,4,15,24,48,9,,,pt2,left
EB,3,16,19,51,11,,,pt2,left
SL,6,12,21,29,32,,,pt2,left
BR,4,14,16,51,15,,,pt2,left
JB,4,14,10,68,4,,,pt2,left
LW,5,11,19,51,14,,,pt2,left
YBP,4,12,20,36,28,,,pt2,left
GD,3,13,20,56,8,,,pt2,left
EL,4,11,18,25,42,,,pt2,left
VP,3,12,27,49,9,,,pt2,left
MLP,5,8,8,73,6,,,pt2,left
NS,5,7,15,70,3,,,pt2,left
NDA,3,9,17,59,12,,,pt2,left
EC,3,7,15,63,12,,,pt2,left
DL,5,4,11,25,55,,,pt2,left
SK,2,6,9,34,49,,,pt2,left
EZ,3,3,7,84,3,,,pt2,left
