candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
GA,20,57,10,8,5,,,pt2,macron
EP,20,56,14,4,6,,,pt2,macron
GD,9,56,20,6,9,,,pt2,macron
BR,14,38,16,11,21,,,pt2,macron
YBP,6,45,9,7,33,,,pt2,macron
EB,3,44,23,17,13,,,pt2,macron
XB,6,39,22,11,22,,,pt2,macron
RD,4,37,27,16,16,,,pt2,macron
DV,3,37,21,17,22,,,pt2,macron
RG,9,30,21,13,27,,,pt2,macron
NS,5,33,30,21,11,,,pt2,macron
SL,7,30,13,9,41,,,pt2,macron
GL,2,33,30,12,23,,,pt2,macron
MV,3,31,29,23,14,,,pt2,macron
VP,2,32,30,23,13,,,pt2,macron
FH,2,31,36,21,10,,,pt2,macron
LW,2,28,27,22,21,,,pt2,macron
JB,7,20,14,49,10,,,pt2,macron
FR,2,24,21,23,30,,,pt2,macron
OF,2,23,27,18,30,,,pt2,macron
EL,2,19,15,19,45,,,pt2,macron
DL,4,16,10,11,59,,,pt2,macron
MLP,5,14,13,60,8,,,pt2,macron
FRo,2,17,34,18,29,,,pt2,macron
EC,4,14,23,46,13,,,pt2,macron
MT,0,13,23,28,36,,,pt2,macron
SK,3,9,9,31,48,,,pt2,macron
NDA,2,10,27,39,22,,,pt2,macron
EZ,2,10,9,70,9,,,pt2,macron
MB,0,10,18,37,35,,,pt2,macron
JLM,2,7,8,80,3,,,pt2,macron
