candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population,poll_id,poll_type,nb_people,start_date,end_date,folder,id,institut,commanditaire,mention1,mention2,mention3,mention4,mention5,mention6,mention7,nombre_mentions,question,name,surname,parti,annonce_candidature,retrait_candidature,second_round,candidate
FR,1,9,23,35,32,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Ruffin,La France Insoumise,,,,François Ruffin
NS,6,32,24,30,8,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Sarkozy,Les Républicains,,,,Nicolas Sarkozy
FRo,0,9,19,40,32,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,6,27,20,30,17,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
DV,2,17,17,40,24,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Dominique,de Villepin,,,,,Dominique de Villepin
XB,2,12,26,34,26,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,1,7,16,41,35,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
RD,2,24,23,39,12,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Rachida,Dati,Les Républicains,,,,Rachida Dati
EC,14,31,14,19,22,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
GL,1,17,16,34,32,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,0,2,11,52,35,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,4,15,22,32,27,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,0,11,17,31,41,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,0,3,6,83,8,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
EZ,16,26,15,32,11,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Zemmour,,,,,Eric Zemmour
MB,0,3,10,48,39,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Bompard,La France Insoumise,,,,Manuel Bompard
GA,1,23,21,44,11,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gabriel,Attal,La République En Marche,,,,Gabriel Attal
BR,20,30,10,15,25,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bruno,Retailleau,Les Républicains,,,,Bruno Retailleau
DL,4,10,10,26,50,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",David,Lisnard,Les Républicains,,,,David Lisnard
SL,3,16,16,25,40,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sébastien,Lecornu,Les Républicains,,,,Sébastien Lecornu
VP,0,10,25,45,20,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Valérie,Pécresse,Les Républicains,,,,Valérie Pécresse
EB,0,5,21,63,11,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Elisabeth,Borne,La République En Marche,,,,Elisabeth Borne
EL,0,4,15,35,46,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Lombard,,,,,Eric Lombard
MV,0,10,27,50,13,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Valls,,,,,Manuel Valls
SK,14,12,6,26,42,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sarah,Knafo,,,,,Sarah Knafo
NDA,15,27,14,20,24,,,pt2,farright,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Dupont-Aignan,,,,,Nicolas Dupont-Aignan
EP,2,24,29,32,13,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Edouard,Philippe,,,,,Edouard Philippe
JB,59,32,4,1,4,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jordan,Bardella,Rassemblement National,,,,Jordan Bardella
MLP,54,38,2,0,6,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Le Pen,Rassemblement National,,,,Marine Le Pen
RG,0,5,22,48,25,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Raphaël,Glucksmann,,,,,Raphaël Glucksmann
FH,2,10,21,59,8,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Hollande,Parti Socialiste,,,,François Hollande
FR,1,11,24,37,27,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Ruffin,La France Insoumise,,,,François Ruffin
NS,7,32,23,27,11,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Sarkozy,Les Républicains,,,,Nicolas Sarkozy
FRo,0,14,16,43,27,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,3,34,21,26,16,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
DV,2,14,21,39,24,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Dominique,de Villepin,,,,,Dominique de Villepin
MM,32,40,11,7,10,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marion,Maréchal,,,,,Marion Maréchal
XB,1,18,25,34,22,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,0,8,21,46,25,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
RD,4,22,25,37,12,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Rachida,Dati,Les Républicains,,,,Rachida Dati
EC,16,37,16,15,16,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
GL,1,13,22,34,30,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,0,3,18,49,30,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,4,23,25,26,22,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,1,9,22,31,37,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,1,3,8,83,5,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
EZ,20,30,16,24,10,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Zemmour,,,,,Eric Zemmour
MBa,0,22,25,28,25,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Michel,Barnier,Les Républicains,,,,Michel Barnier
GA,2,22,25,40,11,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gabriel,Attal,La République En Marche,,,,Gabriel Attal
BR,24,32,11,13,20,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bruno,Retailleau,Les Républicains,,,,Bruno Retailleau
SL,0,16,16,31,37,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sébastien,Lecornu,Les Républicains,,,,Sébastien Lecornu
VP,0,15,31,40,14,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Valérie,Pécresse,Les Républicains,,,,Valérie Pécresse
EB,0,9,17,62,12,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Elisabeth,Borne,La République En Marche,,,,Elisabeth Borne
EL,0,3,19,38,40,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Lombard,,,,,Eric Lombard
BV,1,2,16,35,46,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Boris,Vallaud,Parti Socialiste,,,,Boris Vallaud
MV,0,15,18,52,15,,,pt2,farright,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Valls,,,,,Manuel Valls
EP,4,26,21,34,15,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Edouard,Philippe,,,,,Edouard Philippe
JB,53,36,5,4,2,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jordan,Bardella,Rassemblement National,,,,Jordan Bardella
MLP,45,43,7,2,3,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Le Pen,Rassemblement National,,,,Marine Le Pen
RG,0,5,19,47,29,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Raphaël,Glucksmann,,,,,Raphaël Glucksmann
FH,2,10,22,59,7,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Hollande,Parti Socialiste,,,,François Hollande
FR,1,4,24,40,31,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Ruffin,La France Insoumise,,,,François Ruffin
NS,7,30,24,29,10,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Sarkozy,Les Républicains,,,,Nicolas Sarkozy
FRo,0,8,20,40,32,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,8,23,30,25,14,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
MM,29,41,11,9,10,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marion,Maréchal,,,,,Marion Maréchal
XB,1,15,24,36,24,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,1,1,21,42,35,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
EC,13,37,13,17,20,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
GL,1,10,22,36,31,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,1,3,11,53,32,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,2,21,27,27,23,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,1,7,17,37,38,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,1,3,8,82,6,,,pt2,farright,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
