candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population,poll_id,poll_type,nb_people,start_date,end_date,folder,id,institut,commanditaire,mention1,mention2,mention3,mention4,mention5,mention6,mention7,nombre_mentions,question,name,surname,parti,annonce_candidature,retrait_candidature,second_round,candidate
FRo,2,15,16,15,52,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,3,16,19,22,40,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
FB,1,15,22,18,44,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Bayrou,Mouvement Démocrate,,,,François Bayrou
MM,3,12,18,32,35,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marion,Maréchal,,,,,Marion Maréchal
XB,2,12,22,15,49,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,1,9,18,13,59,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
RD,2,16,19,28,35,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Rachida,Dati,Les Républicains,,,,Rachida Dati
EC,3,11,13,29,44,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
BC,2,12,21,14,51,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bernard,Cazeneuve,Parti Socialiste,,,,Bernard Cazeneuve
GL,3,9,16,12,60,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,2,7,17,17,57,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,3,12,19,18,48,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,3,7,11,16,63,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,5,9,18,43,25,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
JYLD,3,12,11,11,63,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Yves,Le Drian,,,,,Jean-Yves Le Drian
EZ,2,8,13,53,24,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Zemmour,,,,,Eric Zemmour
MB,5,17,16,17,45,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Bompard,La France Insoumise,,,,Manuel Bompard
AH,2,8,27,31,32,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Anne,Hidalgo,Parti Socialiste,,,,Anne Hidalgo
GA,3,27,21,18,31,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gabriel,Attal,La République En Marche,,,,Gabriel Attal
BR,5,10,14,16,55,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bruno,Retailleau,Les Républicains,,,,Bruno Retailleau
DL,2,5,9,11,73,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",David,Lisnard,Les Républicains,,,,David Lisnard
CV,2,6,15,11,66,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Catherine,Vautrin,,,,,Catherine Vautrin
SL,2,9,14,13,62,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sébastien,Lecornu,Les Républicains,,,,Sébastien Lecornu
VP,1,10,23,27,39,,,pt2,absentionists,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Valérie,Pécresse,Les Républicains,,,,Valérie Pécresse
